id,title,salary_standardized,location
1702,Data Analyst/BI Expert (Tableau) - Contract to Hire,31200, Anywhere 
1703,Develop KPI and Scorecard Spreadsheet - Contract to Hire,101920, Anywhere 
1704,Spanish-Speaking Excel and VBA Expert,93600, Anywhere 
1705,PL SQL Developer/Data Analyst - Contract to Hire,106080, Anywhere 
1706,Salesforce Business Analyst - CRM Analytics Focus,171600, Anywhere 
1707,Date Analysis Assistant,69680, Anywhere 
1708,Python developer to help develop bespoke analytics solutions for a...,122720, Anywhere 
1709,Azure Databricks Trainer cum Developer needed,18720, Anywhere 
1710,Quantitative Developer or Researcher,88400, Anywhere 
1711,Data analytics tutor  - Contract to Hire,28080, Anywhere 
1712,Time Series forecasting in R,69680, Anywhere 
1713,Data Ingestion and Analysis - Contract to Hire,57200, Anywhere 
1714,Digital Analyst,119600, Anywhere 
1715,Data Science / Stats Expert Consultation - Contract to Hire,260000, Anywhere 
1716,Data analyst/BI expert to help automate a series of analytics reports,182000, Anywhere 
1717,"Data Analyst for DOD and Aerospace SQL, PowerBI, Excel, and...",187200, Anywhere 
1718,Data analysis and visualisation consult,46800, Anywhere 
1719,Adobe Web Analytics  - Contract to Hire,62400, Anywhere 
1720,Power-BI Developer & Data Analyst - Contract to Hire,104000, Anywhere 
1721,Data Science Analyst,135200, Anywhere 
1722,Power-BI Developer & Data Analyst - Contract to Hire,140400, Anywhere 
1723,Senior Data Analyst - Contract to Hire,52000, Anywhere 
1724,Excel Expert,72800, Anywhere 
1725,Digital Marketing Data Analyst - Contract to Hire,83200, Anywhere 
1726,Sales Pipeline Data Analytics,114400, Anywhere 
1727,Data Analyst- MixPanel Analyst,46800, Anywhere 
1728,Data Analyst,64480, Anywhere 
1729,Python Data Analyst / Engineer,57200, Anywhere 
1730,Data Analytics full stack developer,72800, Anywhere 
1731,Looker Developer - Contract to Hire,33280, Anywhere 
1732,Data Scientist - Retail - Contract to Hire,112320, Anywhere 
1733,Python Expert for Data Analysis in Real Estate Sector Needed,41600, Anywhere 
1734,E-commerce Data Analyst,83200, Anywhere 
1735,Data analyst require for visualization using Tableau - Contract to...,104000, Anywhere 
1736,"Excel, pivot tables etc - Contract to Hire",36400, Anywhere 
1737,Data Analyst/BI Expert (Tableau),46800, Anywhere 
1738,Stock market data analysis,69680, Anywhere 
1739,Data Analyst,122720,"  Oklahoma City, OK   "
1740,Data Analyst - EABI,86250,"  Kansas City, MO   "
1741,Data Analyst IV (Healthcare Financial Analytics),115800,"  Oklahoma City, OK   "
1742,Data Analyst - SQL,77500,"  Kansas City, MO   "
1743,"Data Analyst, Strategy & BI",68159,"  Topeka, KS   "
1744,"Senior Data Analyst, Finance & Accounting",81641,"  Jefferson City, MO   "
1745,Business Intelligence Analyst,80000,  United States   
1746,Data Analyst,109200, Anywhere 
1747,Data Analyst,80000, Anywhere 
1748,Business Intelligence Developer,85000, Anywhere 
1749,Data Analyst,83200, Anywhere 
1750,Data Quality Analyst,70720, Anywhere 
1751,Power Bi Embedded Analytics Engineer,88400, Anywhere 
1752,"Data Analyst, Business Analytics - EdTech",87500, Anywhere 
1753,Supply Chain Data Analyst,119600, Anywhere 
1754,Data Governance Analyst (R1373),105000,  United States   
1755,Web Analytics Manager,100000,  United States   
1756,Sr. Manager Big Data Analytics & Cybersecurity - REMOTE,162060, Anywhere 
1757,Power BI & Azure Data Lake Engineer,135200, Anywhere 
1758,Data Scientist - Medical Claims Focused,145000, Anywhere 
1759,Data Analyst,77500,  United States   
1760,"Data Engineering Manager, Analytics",198500, Anywhere 
1761,Data Engineer - Compliance IT Department,125000, Anywhere 
1762,"Data Scientist, Product Analytics - Monetization",198500, Anywhere 
1763,Data Analyst - Claims,100880,  United States   
1764,Data Analyst (Remote),77500, Anywhere 
1765,HIM Data Analyst,42244,"  Oklahoma City, OK   "
1766,Data Analyst Intern,47205,"  Fayetteville, AR   "
1767,HR Data Analytics Administrator,48391,"  Springfield, MO   "
1768,HIM Data Analyst - Full-time / Part-time,47205,"  Wichita, KS   "
1769,HIM Data Analyst - Now Hiring,47205,"  Wichita, KS   "
1770,Data Analyst,52634,"  Lenexa, KS   "
1771,HIM Data Analyst - Now Hiring,52634,"  Kansas City, MO   "
1772,Principal IT Data Analyst II,58198,"  Newark, NJ   "
1773,Data Architect,106662,"  Lee's Summit, MO   "
1774,"Senior Analytics Engineer, Communication & Connectivity",186500,  United States   
1775,Analytics Engineer,147500,  United States   
1776,Principal Data Engineer - US Census Bureau,147500,  United States   
1777,"Data Analyst, REMS Strategy",138320,  United States   
1778,System Data Analyst,150000,  United States   
1779,Data Analyst,87500,  United States   
1780,Analyst - Business Intelligence,64800,  United States   
1781,ERP Data Analyst,151840,  United States   
1782,Senior Data Analyst,111175,  United States   
1783,Epic Data Analyst,72800,  United States   
1784,Account Manager/Data Analyst,70000,  United States   
1785,"Analytics Engineer, Marketing",215000,  United States   
1786,Associate Data Analyst,46800,  United States   
1787,Senior Data Analyst,59000,"  Wichita, KS   "
1788,Specialist Solutions Architect - Data Engineering,193500,  United States   
1789,Senior Technical Data Analyst,135000,  United States   
1790,Data Analyst,57500,  United States   
1791,"Financial Data Analyst, EMEA",111175,  United States   
1792,Healthcare Data Analyst - Provider Analytics,61000,  United States   
1793,Session Lead (External Contractor) - Data Analyst Nanodegree...,100500,  United States   
1794,Data Analyst III,114000,"  Bentonville, AR   "
1795,Technical Analyst III - Data Management Operational Excellence,125000,"  Tulsa, OK   "
1796,Associate Data Analytics Manager(CPG),132500,"  Springdale, AR   "
1797,"Healthcare Data Analyst I, II, OR III DOE - Remote (AK, AZ, ID...",76721,  United States   
1798,Data Analyst Healthcare,174720,  United States   
1799,Senior Software Developer - Health Data Analytics Platform,125000,"  Kansas City, MO   "
1800,Payor Data Analyst,81000, Anywhere 
1801,Senior Data Analyst,90000,"  Oklahoma City, OK   "
1802,Data Analyst - Remote,90000,"  Topeka, KS   "
1803,"Data Scientist, Analytics",233500,  United States   
1804,Data Analyst,75000,"  Tulsa, OK   "
1805,Sr. Data Analyst - Supply Chain (Remote),125000,"  Oklahoma City, OK   "
1806,Data Analyst - Global Learning Management,74880,"  Wichita, KS   "
1807,Marketing Data Analyst,107120,  United States   
1808,Credit Data Analyst - Potential remote,115000,"  Kansas City, MO   "
1809,Project Manager / Data Analyst,89648,  United States   
1810,Data Informatics Analyst 2-3 (Remote),73655,  United States   
1811,"Data Analyst, Product",118485,  United States   
1812,Health Information Data Analyst,78080,"  Topeka, KS   "
1813,Data Analyst III (Remote),115000,"  Jefferson City, MO   "
1814,Data Analyst IV - HEDIS and Quality,125000,"  Kansas, OK   "
1815,"Senior Consultant, Organizational/Talent Effectiveness/Data Analytics",125000,"  Lee's Summit, MO   "
1816,Data Architect,150000,"  Lee's Summit, MO   "
1817,Vice President of Data Analytics,200000,"  Kansas City, MO   "
1818,Internal Auditor Data Analyst (FT),83350,  United States   
1819,Sr Data Analyst Remote,100400,"  Overland Park, KS   "
1820,Analytics Engineer,147500,  United States   
1821,Data Relationship Testing Specialist,84350,"  Manhattan, KS   "
1822,Senior Data Scientist,202500,  United States   
1823,BI Analyst,63000,  United States   
1824,Senior Data Analyst,90000,"  Bentonville, AR   "
1825,Data Analytics & Engineering - Data Analyst V  Data Analyst V,220480, Anywhere 
1826,Product Growth Analyst (Remote),87500, Anywhere 
1827,Staff Data Scientist Solutions Design Team!,125000,"  Bentonville, AR   "
1828,Staff Data Scientist- E2E,125000,"  Bentonville, AR   "
1829,Data Analyst,61630, Anywhere 
1830,Data Analyst,98415, Anywhere 
1831,"Data Analyst, Principal",81804, Anywhere 
1832,Data Analyst-Maximo,125000,"  Leawood, KS   "
1833,[SO] Senior Data Analyst,111175,  United States   
1834,Senior Applied Scientist,176605,  United States   
1835,ILI Inspection Data Analyst III,75000,"  Tulsa, OK   "
1836,SQL/Data Analyst,70000,  United States   
1837,Data Analyst,135200,  United States   
1838,"Data analyst | Wichita, KS | Fulltime",90000,"  Wichita, KS   "
1839,"Urgent | Data analyst | Wichita, KS (day 1 onsite) | Fulltime",90000, Anywhere 
1840,Data analyst - Fully 100% Remote - Fulltime/Permanent,90000,"  Wichita, KS   "
1841,Data Analyst,62500,"  Broken Arrow, OK   "
1842,ILI- Data Analyst- In line inspection role,62500,"  Broken Arrow, OK   "
1843,Data Analyst,78000,"  Oklahoma City, OK   "
1844,Senior Business and Data Analyst/Tableau,208000,  United States   
1845,Data Analyst,68640,"  Eastborough, KS   "
1846,Senior Data Analyst - Remote - W2/1099/FullTime,98800, Anywhere 
1847,Data Analyst,104000,  United States   
1848,Data Management - Data Analyst-IT,52000,  United States   
1849,Data Quality Analyst______________-remote,98800, Anywhere 
1850,Sr./ Jr. Tableau Developer/Data Analyst _ Remote,135200, Anywhere 
1851,Business Analyst - Reports,72800,"  Jefferson City, MO   "
1852,Research Data Analyst Developmental Disabilities,63633,"  Jefferson City, MO   "
1853,Developer/Data Analyst Senior,79450, Anywhere 
1854,Data Analyst,59467,"  Bentonville, AR   "
1855,Data Analyst,135200, Anywhere 
1856,Senior Operations Data Analyst,90000,"  Overland Park, KS   "
1857,Data Analyst,83200,  United States   
1858,Data Analyst,41204,"  Warrensburg, MO   "
1859,"Data Analyst (Hybrid, 1+ yrs exp. req.)",62500,"  Kansas City, MO   "
1860,Sr. Data Analyst,90000,  United States   
1861,Data Analyst,65350,  United States   
1862,ASSOCIATE DATA ANALYST (REMOTE/HYBRID OPPORTUNITY) - DUAL 47422,69548, Anywhere 
1863,Business Operations Manager - Data Analyst,49400,  United States   
1864,Data Analyst,69680,  United States   
1865,DATA ANALYST II #00077065,70600,"  Kansas City, MO   "
1866,Data Analyst/Data Engineer,108316,"  Kansas City, KS   "
1867,Compliance Data Analyst,85000, Anywhere 
1868,Business Intelligence Analyst,102500,"  Kansas City, MO   "
1869,Research/Data Analyst-P20W,55000,"  Jefferson City, MO   "
1870,Sr. Data Analyst,112500,  United States   
1871,Data Analyst Mid,65700, Anywhere 
1872,Data Analyst Mid or Senior,73550, Anywhere 
1873,Data Analyst,74847,"  Wichita, KS   "
1874,Data Analyst,45760,  United States   
1875,Internship: Business Data Analyst I,33280,  United States   
1876,Data Analyst II,35360,  United States   
1877,Data Analyst,41600,  United States   
1878,Data Analyst I,62400,  United States   
1879,Business Process Data Analyst,93600,  United States   
1880,Business Process Data Analyst,104000,  United States   
1881,Data Analyst,62500,  United States   
1882,"Senior Data Analyst, Business Insights - US, Remote",163000, Anywhere 
1883,Development Data Analyst (Analyst),69282,"  Kansas City, MO   "
1884,Data Analyst,52530,"  Manhattan, KS   "
1885,Data Analyst Lead,98500, Anywhere 
1886,Master Data Analyst,70000,  United States   
1887,Data analyst - Contract to Hire,62400, Anywhere 
1888,"Data Analyst - Excel, Power BI",31200, Anywhere 
1889,Data Analyst,46800, Anywhere 
1890,Commercial Real Estate Building Sales Financial/Data Analyst...,86320, Anywhere 
1891,"Data Scientist (M/F/D) - Istanbul, Turkey",62400, Anywhere 
1892,"Data analyst needed to clean/sort data, build algorithm and...",65520, Anywhere 
1893,Provide us with company-level data from Bloomberg,86320, Anywhere 
1894,Code review for Python data analysis code,52000, Anywhere 
1895,Geotechnical Engineering: Data Interpretation and Historical...,43680, Anywhere 
1896,"Need Data analyst to convert disparate data into Excel, validate...",52000, Anywhere 
1897,Excel Formula Consultation,49920, Anywhere 
1898,Excel Tool Creation or Re,60320, Anywhere 
1899,Data Scientist - Contract to Hire,67600, Anywhere 
1900,Senior E-commerce Data Analyst,119600, Anywhere 
1901,Data Visulaization,26000, Anywhere 
1902,"Excel Data Analysis, Reporting and Training",36400, Anywhere 
1903,Data Analyst,57200, Anywhere 
1904,Data Scientist,62400, Anywhere 
1905,Data Analyst/Scientist/Steward - Contract to Hire,171600, Anywhere 
1906,Data Analyst,20800, Anywhere 
1907,Data Analyst,67600, Anywhere 
1908,Data Analyst for PowerBI Dashboards,70720, Anywhere 
1909,Data Analyst - Contract to Hire,83200, Anywhere 
1910,Data analysis/procession/mining project,119600, Anywhere 
1911,Sales Dashboard for Ecommerce,124800, Anywhere 
1912,Data Analyst with Power BI & ERP Experience - Contract to Hire,174720, Anywhere 
1913,Azure Master Data Management /  Synapse Analytics Expert,260000, Anywhere 
1914,Talented Data analysts needed to join our team in extracting...,176800, Anywhere 
1915,Using Python for Data Analysis in Football (Soccer): Performance...,72800, Anywhere 
1916,Business Intelligence Analyst - Contract to Hire,46800, Anywhere 
1917,Market Basket Analysis Work,46800, Anywhere 
1918,Data Analysis + Report + Presentation Tableau,67600, Anywhere 
1919,Experienced Data Analyst for Non-Profit Evaluation and Impact...,83200, Anywhere 
1920,Power BI Developer,88400, Anywhere 
1921,Data Scientist with Python skill to develop multivariate time...,104000, Anywhere 
1922,Data Analyst - Contract to Hire,83200, Anywhere 
1923,Data engineer/analyst for apparel brand - Contract to Hire,93600, Anywhere 
1924,Data Analytics Consultant Needed!,87360, Anywhere 
1925,Data Analyst (Tableau and BI),88400, Anywhere 
1926,Data Analyst - Contract to Hire,119600, Anywhere 
1927,Data Analysis and Visualization in Power BI for Donation Revenue,119600, Anywhere 
1928,Data analyst,140400, Anywhere 
1929,Technical Analyst - Business Intelligence Developer,208000, Anywhere 
1930,Excel formula help,26000, Anywhere 
1931,Remote Full-Time Data Analyst for Family Entertainment Business ...,41600, Anywhere 
1932,"Data Analyst - SaaS Marketing, Growth Product analyst + Mixpanel",67600, Anywhere 
1933,Geoprocessing Tool - Pilot - Contract to Hire,67600, Anywhere 
1934,Data Analytics Curriculum Designer - Contract to Hire,67600, Anywhere 
1935,Data analyst/Excel expert to help with jumpstarting a larger data...,104000, Anywhere 
1936,Contract Data Analyst,78000, Anywhere 
1937,Data Analyst,114400, Anywhere 
1938,Experienced Data Analyst Required: Dynamic Data Visualization and...,116480, Anywhere 
1939,Talented Data Scientist excellent with numbers Required  ...,109200, Anywhere 
1940,Data analyst/BI expert to help bring intelligence to our data,124800, Anywhere 
1941,Compensation Excel Consult/Data Analyst,182000, Anywhere 
1942,R Text Analysis,57200, Anywhere 
1943,Data Analyst with gsheet expertise - Contract to Hire,62400, Anywhere 
1944,Data Analyst,65520, Anywhere 
1945,Data Analyst for Mostak Shahriar,65520, Anywhere 
1946,Power BI Data Analyst - Contract to Hire,98800, Anywhere 
1947,Business Data Analyst  - Contract to Hire,109200, Anywhere 
1948,Data Transformation and Reporting Guru - Contract to Hire,94640, Anywhere 
1949,Freelance Data Analyst & Visualization Specialist,119600, Anywhere 
1950,Macros; Data analyst/BI expert to help automate a series of...,124800, Anywhere 
1951,Detail-oriented Data Scientist Needed for Video related Start-up ...,109200, Anywhere 
1952,Amazon Data Analyst & Forecaster – Offshore - Contract to Hire,18720, Anywhere 
1953,Data analyst to help analyse telematics data to help a fleet...,26000, Anywhere 
1954,Sales Data Analyst - Contract to Hire,26000, Anywhere 
1955,Data Analyst,41600, Anywhere 
1956,Data Analyst for Virtual Restaurant Brands,62400, Anywhere 
1957,Data Analyst to create Sales Leads and Pipeline - Contract to Hire,48880, Anywhere 
1958,Excel expert  - Analysis and Charts,49920, Anywhere 
1959,Data Analyst - Report Building,65520, Anywhere 
1960,Marketing Data Analysis Project,67600, Anywhere 
1961,Data Analyst / Python Programmer - Contract to Hire,57200, Anywhere 
1962,Expert Power BI Data Analyst Required by our Software House ...,78000, Anywhere 
1963,Data Analytics - Contract to Hire,72800, Anywhere 
